Restaurant Name,Restaurant Area,Restaurant Rating,Restaurant Review,Latitude,Longitude,Website,Restaurant Address,Price for 2,Additional Info,Province,City,District/Kecamatan,Delivery Service,Place Type,Cuisine Regionality,Cuisines,alkoholtersedia,areamerokok,bawapulangtersedia,brunch,buffet,dessertsandbakes,didalamruangan,hanyabawapulang,hanyabir,hanyauntukreservasimeja,hanyawinedanbir,kehidupanmalam,liveentertainment,livemusic,makandengangrup,makanmewah,menyediakancocktail,parkirgratis,parkirvalettersedia,prasmanan,ramahuntukanak,ramahvegetarian,reservasimejadirekomendasikan,rooftop,ruangpribaditersedia,ruangsholat,sarapan,tempatdudukdiluar,wifitersedia
Becca's Deli,Sudirman,3.7,7,-6.2109128234,106.821709536,https://www.zomato.com/id/jakarta/beccas-deli-sudirman,"Plaza Chase, Lantai Ground, Jl. Jenderal Sudirman Kav. 21, Sudirman, Jakarta",150000,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']",DKI Jakarta,Jakarta Selatan,Setiabudi,No,['Kafe'],['Indonesia'],"['Tea', 'Deli', 'Desserts', 'Kopi']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rumah Makan Afat Bangka,Kelapa Gading,3.8,32,-6.17123,106.91512,https://www.zomato.com/id/jakarta/rumah-makan-afat-bangka-kelapa-gading,"Jl. Puspa Gading, Blok A1 No.38, Kelapa Gading, Jakarta",100000,"['Bawa Pulang Tersedia', 'Reservasi meja direkomendasikan', 'Di dalam ruangan']",DKI Jakarta,Jakarta Utara,Kelapa Gading,No,['Casual Dining'],"['Bangka', 'Chinese']",['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kopi Fistro,Mampang Prapatan,3.6,14,-6.253541,106.835986,https://www.zomato.com/id/jakarta/kopi-fistro-mampang-prapatan,"Jl. Duren Tiga Raya No. 134, Mampang Prapatan, Jakarta",50000,"['Live Music', 'Bawa Pulang Tersedia', 'Wifi Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Selatan,Pancoran,No,['Kafe'],['No Region'],"['Kopi', 'Minuman']",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UPTOWN Brew,Cipondoh,3.1,57,-6.1848528125,106.70751448700001,https://www.zomato.com/id/jakarta/uptown-brew-cipondoh-tangerang,"Ruko Columbus, Blok B No. 2, Jl. Greenlake City Boulevard, Cipondoh, Tangerang",80000,"['Tempat duduk di luar', 'Di dalam ruangan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",Banten,Tangerang Kota,Cipondoh,No,['Kafe'],['Indonesia'],['Kopi'],0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Bakmi Awat,Kelapa Gading,3.7,48,-6.148928864099998,106.91256500700001,https://www.zomato.com/id/jakarta/bakmi-awat-kelapa-gading,"Jl. Kelapa Hybrida Raya, Blok PE 10 No. 31, Kelapa Gading, Jakarta",60000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Utara,Kelapa Gading,No,['Quick Bites'],"['Indonesia', 'Chinese']",['Bakmi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warteg Warmo,Tebet,2.9,80,-6.2301269999999995,106.85236299999998,https://www.zomato.com/id/jakarta/warteg-warmo-tebet,"Jl. Tebet Timur Raya No. 1D, Tebet, Jakarta",80000,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Sarapan', 'Pesan Antar']",DKI Jakarta,Jakarta Selatan,Tebet,Yes,['Quick Bites'],['Indonesia'],['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AJ Bakery,Kelapa Gading,3.8,22,-6.1716826585,106.90209969799999,https://www.zomato.com/id/jakarta/aj-bakery-1-kelapa-gading,"Jl. Summangung III, Blok KR No. 22, Kelapa Gading, Jakarta",150000,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Desserts and Bakes', 'Pesan Antar']",DKI Jakarta,Jakarta Utara,Kelapa Gading,Yes,['Toko Kue & Roti'],['No Region'],['Kue & Roti'],0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Babakaran Street,Mangga Dua,4.0,43,-6.140535448,106.832486316,https://www.zomato.com/id/jakarta/babakaran-street-mangga-dua,"Mangga Dua Square, Pagoda Food City, Jl. Gunung Sahari No. 1, Mangga Dua, Jakarta",200000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Utara,Pademangan,No,['Quick Bites'],['Korea'],['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tahu Gejrot ""Bang Jack""",Kebayoran Lama,3.8,48,-6.228795,106.778402,https://www.zomato.com/id/jakarta/tahu-gejrot-bang-jack-kebayoran-lama,"Jl. Kweni No. 8A, Kebayoran Lama, Jakarta",40000,"['Bawa Pulang Tersedia', 'Tempat duduk di luar']",DKI Jakarta,Jakarta Selatan,Kebayoran Lama,No,['Kaki Lima'],['Indonesia'],['Makanan Jalanan'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ristorante Misticanza,Sudirman,2.9,37,-6.2097765746,106.81976258700001,https://www.zomato.com/id/jakarta/ristorante-misticanza-sudirman,"Sahid Residence Apartemen, Jl. Jenderal Sudirman, Sudirman, Jakarta",200000,"['Bawa Pulang Tersedia', 'Wifi Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Pusat,Tanah Abang,No,['Kafe'],"['Asia', 'Itali']",['Pizza'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ground 57 Coffee,Blok M,3.5,35,-6.2358213538,106.79484117700001,https://www.zomato.com/id/jakarta/ground-57-coffee-blok-m,"Jl. Hang Lekiu I No.3, Blok M, Jakarta",120000,"['Tempat duduk di luar', 'Di dalam ruangan', 'Ruang Sholat', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Yes,"['Casual Dining', 'Kafe']","['No Region', 'Asia']","['Kopi', 'Minuman']",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Surabi Teras,Ciputat Timur,2.6,85,-6.3051699999999995,106.75833,https://www.zomato.com/id/jakarta/surabi-teras-ciputat-timur,"Jl. Ir. H. Juanda, Kav. 78 No. 4B-5B, Ciputat Timur, Tangerang",80000,"['Bawa Pulang Tersedia', 'Desserts and Bakes', 'Tempat duduk di luar', 'Pesan Antar']",Banten,Tangerang Selatan,Ciputat Timur,Yes,['Quick Bites'],"['Asia', 'Indonesia']","['Desserts', 'Snacks', 'Makanan Jalanan']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Superfood Bak Kut Teh,Tanjung Duren,3.7,34,-6.1756736387,106.788055859,https://www.zomato.com/id/jakarta/superfood-bak-kut-teh-tanjung-duren,"Apartemen Mediterania Garden Residences II, Tower Edelweis SH-E07 Jl. Tanjung Duren Raya, Tanjung Duren, Jakarta 11470",150000,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Wifi Tersedia', 'Pesan Antar']",DKI Jakarta,Jakarta Barat,Grogol Petamburan,Yes,['Quick Bites'],"['Indonesia', 'Chinese']","['Tea', 'Makanan Sehat']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Umaramu Indonesian Noodle,Cikini,4.0,90,-6.187828,106.836385,https://www.zomato.com/id/jakarta/umaramu-indonesian-noodle-cikini,"Menteng Huis, Lantai 2, Jl. Cikini Raya No. 2 - 4, Cikini, Jakarta",150000,"['Ruang Pribadi Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia']",DKI Jakarta,Jakarta Pusat,Menteng,Yes,['Quick Bites'],['Indonesia'],['Bakmi'],0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Uncle K,Cijantung,2.5,9,-6.313989,106.862047,https://www.zomato.com/id/jakarta/uncle-k-cijantung,"Cijantung Mall, Jl. Raya Pendidikan No. 1, Cijantung, Jakarta",200000,"['Bawa Pulang Tersedia', 'Reservasi meja direkomendasikan', 'Di dalam ruangan']",DKI Jakarta,Jakarta Timur,Pasar Rebo,No,['Casual Dining'],"['Itali', 'Indonesia', 'Barat', 'Chinese', 'Peranakan', 'India']",['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pasta Nagih,Mampang Prapatan,3.3,9,-6.240258,106.82201699999999,https://www.zomato.com/id/jakarta/pasta-nagih-mampang-prapatan,"Jl. Kapten Tendean No. 41, Mampang Prapatan, Jakarta",80000,"['Tempat duduk di luar', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Bawa Pulang Tersedia']",DKI Jakarta,Jakarta Selatan,Mampang Prapatan,No,['Quick Bites'],['Itali'],['Kopi'],0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
JPW Cafe & Resto,Sukmajaya,3.6,25,-6.4134910000000005,106.821273,https://www.zomato.com/id/jakarta/jpw-cafe-resto-sukmajaya-depok,"Ruko Verbena, Blok D-6, Jl. Boulevard Raya Grand Depok City, Sukmajaya, Depok 16412",200000,"['Ruang Pribadi Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Live Entertainment', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",Jawa Barat,Depok,Sukma Jaya,Yes,['Kafe'],"['No Region', 'Indonesia']",['Kopi'],0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
Babochkaa,Tanjung Duren,3.1,35,-6.1777426167,106.78978119,https://www.zomato.com/id/jakarta/babochkaa-tanjung-duren,"Central Park, Tribeca Park, Jl. Letjen S. Parman, Tanjung Duren, Jakarta",200000,"['Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Hanya Bir', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",DKI Jakarta,Jakarta Barat,Grogol Petamburan,No,['Casual Dining'],"['Eropa', 'Indonesia']",['Kopi'],0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Ravino,Pantai Indah Kapuk,3.8,196,-6.1125864434000015,106.748290434,https://www.zomato.com/id/jakarta/ravino-pantai-indah-kapuk,"Ruko Exclusive, Blok B No. 28, Bukit Golf Mediterania, Jl. Marina Indah Raya, Pantai Indah Kapuk, Jakarta",120000,"['Tempat duduk di luar', 'Bawa Pulang Tersedia', 'Wifi Tersedia', 'Sarapan']",DKI Jakarta,Jakarta Utara,Penjaringan,No,['Quick Bites'],"['Indonesia', 'Chinese']",['Kopi'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
What's Good Coffee,Kemang,3.4,35,-6.26737,106.823898,https://www.zomato.com/id/jakarta/whats-good-coffee-kemang,"Jl. Kemang Timur XI No. 63, Kemang, Jakarta",80000,"['Bawa Pulang Tersedia', 'Area Merokok', 'Di dalam ruangan']",DKI Jakarta,Jakarta Selatan,Mampang Prapatan,No,['Kafe'],['No Region'],"['Kopi', 'Minuman']",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taman Laut Seafood,Bogor Timur,3.7,49,-6.6108899999999995,106.811617,https://www.zomato.com/id/jakarta/taman-laut-seafood-bogor-timur-bogor,"Jl. Raya Pajajaran No. 50A, Bogor Timur, Bogor",150000,"['Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",Jawa Barat,Bogor Kota,Bogor Timur,Yes,['Casual Dining'],"['Asia', 'Indonesia']",['Seafood'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
DEMI Gelato,Kedoya,3.7,47,-6.187110415499999,106.75776232,https://www.zomato.com/id/jakarta/demi-gelato-1-kedoya,"Metro Park Residence Unit MI/LG/30 Jl Pilar Mas Raya KAV 28 Kebon Jeruk, Kedoya, Jakarta 11520",100000,"['Desserts and Bakes', 'Di dalam ruangan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia']",DKI Jakarta,Jakarta Barat,Kebon Jeruk,Yes,['Dessert Parlor'],['Indonesia'],"['Desserts', 'Ice Cream']",0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rumah Makan Padang Siang Malam,Gambir,3.5,31,-6.168139,106.827474,https://www.zomato.com/id/jakarta/rumah-makan-padang-siang-malam-gambir,"Jl. Veteran No. 7B -C, Gambir, Jakarta",70000,"['Sarapan', 'Di dalam ruangan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia']",DKI Jakarta,Jakarta Pusat,Gambir,Yes,['Quick Bites'],"['Indonesia', 'Padang']",['Kopi'],0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sari Laut Ujung Pandang,Kelapa Gading,3.9,51,-6.1701749915,106.899607926,https://www.zomato.com/id/jakarta/sari-laut-ujung-pandang-1-kelapa-gading,"Jl. Boulevard Kelapa Gading Blok J4 No. 12, Kelapa Gading, Jakarta",200000,"['Di dalam ruangan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",DKI Jakarta,Jakarta Utara,Kelapa Gading,Yes,['Quick Bites'],['Makassar'],"['Seafood', 'Satay']",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TITIK TUJU,Ciledug,3.7,6,-6.2311445742,106.685638725,https://www.zomato.com/id/jakarta/titik-tuju-ciledug-tangerang,"Ruko Fortune 8, Blok FB/D No. 02, Graha Raya Bintaro, Jl. Boulevard Graha Raya, Ciledug, Tangerang",100000,"['Tempat duduk di luar', 'Di dalam ruangan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",Banten,Tangerang Selatan,Serpong Utara,Yes,['Kafe'],['Indonesia'],['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Bang Bang Restaurant & Lounge,Tanah Abang,2.9,5,-6.18728,106.820866,https://www.zomato.com/id/jakarta/bang-bang-restaurant-lounge-tanah-abang,"Jl. Wahid Hasyim No. 135-137, Tanah Abang, Jakarta",250000,"['Alkohol Tersedia', 'Di dalam ruangan', 'Live Music', 'Parkir Valet Tersedia', 'Reservasi meja direkomendasikan', 'Ruang Sholat', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",DKI Jakarta,Jakarta Pusat,Tanah Abang,No,"['Casual Dining', 'Lounge']","['Asia', 'Barat']",['Kopi'],1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
KungFu Seafood,Sunter,3.6,42,-6.13443,106.854524,https://www.zomato.com/id/jakarta/kungfu-seafood-1-sunter,"Sunter Icon Food Point, Jl. Griya Sejahtera No. 1, Sunter, Jakarta",150000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Utara,Tanjung Priok,No,['Quick Bites'],['Asia'],['Seafood'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ayam Kwali DS88 Bu Tjondro,Serpong Utara,3.0,8,-6.271626,106.632834,https://www.zomato.com/id/jakarta/ayam-kwali-ds88-bu-tjondro-serpong-utara-tangerang,"Ruko Mendrisio, Blok 2B No. 21-22, Jl. BSD Raya Utama, Serpong Utara, Tangerang",200000,"['Tempat duduk di luar', 'Di dalam ruangan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia']",Banten,Tangerang Kabupaten,Pagedangan,Yes,['Casual Dining'],['Indonesia'],['Ayam'],0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Lobby Lounge - Sheraton Grand Jakarta Gandaria City Hotel,Gandaria,3.8,39,-6.245258,106.78303500000001,https://www.zomato.com/id/jakarta/the-lobby-lounge-sheraton-grand-jakarta-gandaria-city-hotel-gandaria,"Sheraton Grand Jakarta, Jl. Sultan Iskandar Muda, Gandaria, Jakarta",300000,"['Desserts and Bakes', 'Alkohol Tersedia', 'Sarapan', 'Tempat duduk di luar', 'Di dalam ruangan', 'Live Music', 'Reservasi meja direkomendasikan', 'Live Entertainment', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",DKI Jakarta,Jakarta Selatan,Kebayoran Lama,No,['Lounge'],"['Asia', 'Barat']",['Kopi'],1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
Warung Pak Ewok,Bogor Utara,2.9,13,-6.5927349834000015,106.817162185,https://www.zomato.com/id/jakarta/warung-pak-ewok-2-bogor-utara-bogor,"Jl. Achmad Adnawijaya Blok B No. 7, Bogor Utara, Bogor 16152",100000,"['Desserts and Bakes', 'Tempat duduk di luar', 'Di dalam ruangan', 'Ruang Sholat', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia']",Jawa Barat,Bogor Kota,Bogor Utara,Yes,"['Quick Bites', 'Dessert Parlor']",['Indonesia'],['Desserts'],0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Warung Djahe by Ronde Jahe,Tebet,3.4,15,-6.228972,106.85616,https://www.zomato.com/id/jakarta/warung-djahe-by-ronde-jahe-tebet,"Jl. Tebet Timur Dalam II No. 38C, Tebet, Jakarta",50000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Selatan,Tebet,No,['Quick Bites'],"['Jawa', 'Indonesia']",['Minuman'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nan Xiang - The Sultan Hotel Jakarta,Senayan,3.8,61,-6.216664357999999,106.81011635799999,https://www.zomato.com/id/jakarta/nan-xiang-the-sultan-hotel-jakarta-senayan,"The Sultan Hotel Jakarta, Jl. Gatot Subroto, Senayan, Jakarta",400000,"['Ruang Pribadi Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Hanya Bir', 'Wifi Tersedia']",DKI Jakarta,Jakarta Pusat,Tanah Abang,No,['Casual Dining'],['Chinese'],['Kopi'],0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Nicole's Chocolaterie,Cisarua,3.9,43,-6.714536,107.023645,https://www.zomato.com/id/jakarta/nicoles-chocolaterie-cisarua-bogor,"Kampoeng Brasco F.O, Jl. Raya Cipanas Hanjawar No. 1, Cisarua, Bogor",150000,"['Desserts and Bakes', 'Tempat duduk di luar', 'Di dalam ruangan', 'Ruang Sholat', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",Jawa Barat,Cianjur,Cipanas,No,"['Toko Kue & Roti', 'Dessert Parlor']",['Indonesia'],"['Desserts', 'Kue & Roti']",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Laksa Medan Yoserizal,Pluit,3.5,23,-6.1123327488,106.78042296299999,https://www.zomato.com/id/jakarta/laksa-medan-yoserizal-1-pluit,"Jl. Pluit Karang utara, Blok A4 No. 73, Pluit, Jakarta",150000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Utara,Penjaringan,No,['Quick Bites'],['Medan'],['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doea Tjangkir,Bogor Tengah,3.3,11,-6.588823,106.79576499999999,https://www.zomato.com/id/jakarta/doea-tjangkir-bogor-tengah-bogor,"Jl. Sawojajar No. 40, Bogor Tengah, Bogor",200000,"['Tempat duduk di luar', 'Hanya Wine dan Bir', 'Di dalam ruangan', 'Live Music', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",Jawa Barat,Bogor Kota,Bogor Tengah,Yes,['Casual Dining'],['Indonesia'],['Kopi'],0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
Makaron - Pullman Jakarta Indonesia,Thamrin,3.7,27,-6.1933050000000005,106.82380500000001,https://www.zomato.com/id/jakarta/makaron-pullman-jakarta-indonesia-thamrin,"Pullman Jakarta Indonesia, Jl. M.H. Thamrin 59, Thamrin, Jakarta",120000,"['Bawa Pulang Tersedia', 'Desserts and Bakes', 'Di dalam ruangan']",DKI Jakarta,Jakarta Pusat,Menteng,No,['Toko Kue & Roti'],['Indonesia'],"['Desserts', 'Kue & Roti']",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garden House,Bekasi Selatan,3.4,10,-6.2740302638,106.973477304,https://www.zomato.com/id/jakarta/garden-house-bekasi-selatan-bekasi,"Rukan Grand Galaxy City, Jl. Boulevard Raya Timur, Blok RSN 7 No. 11, Bekasi Selatan, Bekasi",80000,"['Pesan Antar', 'Parkir Gratis', 'Tempat duduk di luar', 'Di dalam ruangan', 'Area Merokok', 'Hanya Bir', 'Bawa Pulang Tersedia', 'Wifi Tersedia', 'Buffet']",Jawa Barat,Bekasi Kota,Bekasi Selatan,Yes,['Quick Bites'],['Indonesia'],['Kopi'],0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Jie Mei,Kelapa Gading,3.8,69,-6.1497495643,106.901677921,https://www.zomato.com/id/jakarta/jie-mei-kelapa-gading,"Jl. Kelapa Nias Raya, Blok QE 1 No. 12A, Kelapa Gading, Jakarta",70000,"['Bawa Pulang Tersedia', 'Tempat duduk di luar']",DKI Jakarta,Jakarta Utara,Kelapa Gading,No,['Quick Bites'],"['Indonesia', 'Sumatera']",['Kopi'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Griyo Kerang,Bogor Utara,3.3,29,-6.4915043908,106.83348510399999,https://www.zomato.com/id/jakarta/griyo-kerang-bogor-utara-bogor,"Jl. Kolonel Edy Yoso Martadipura No. 152, Bogor Utara, Bogor",120000,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Tempat duduk di luar', 'Pesan Antar']",Jawa Barat,Bogor Kabupaten,Cibinong,Yes,['Quick Bites'],"['Asia', 'Indonesia']",['Seafood'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Calibrew Coffee,Serpong,3.4,7,-6.300725,106.641202,https://www.zomato.com/id/jakarta/calibrew-coffee-serpong-tangerang,"Jl. BSD Raya Utama, Serpong, Tangerang",120000,"['Ruang Pribadi Tersedia', 'Hanya untuk reservasi meja', 'Di dalam ruangan', 'Sarapan', 'Ruang Sholat', 'Pesan Antar', 'Bawa Pulang Tersedia']",Banten,Tangerang Kabupaten,Pagedangan,Yes,['Kafe'],['No Region'],"['Desserts', 'Kopi', 'Minuman']",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Anterograde Kitchen & Bar,Kelapa Gading,3.0,58,-6.1537673771,106.908124946,https://www.zomato.com/id/jakarta/anterograde-kitchen-bar-kelapa-gading,"Jl. Raya Kelapa Nias, Blok GN1 No. 7, Kelapa Gading, Jakarta",200000,"['Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Hanya Bir', 'Wifi Tersedia']",DKI Jakarta,Jakarta Utara,Kelapa Gading,No,"['Casual Dining', 'Bar']","['Asia', 'Barat']",['Kopi'],0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Indomen,Tebet,2.9,74,-6.223857,106.843245,https://www.zomato.com/id/jakarta/indomen-tebet,"Kota Kasablanka, Lantai Lower Ground, Jl. Casablanca Raya, Tebet, Jakarta",150000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Selatan,Tebet,No,['Quick Bites'],['Indonesia'],['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sushi King,Cibubur,3.4,20,-6.375750345399999,106.902316287,https://www.zomato.com/id/jakarta/sushi-king-cibubur,"Trans Studio Mall Cibubur, Lantai Lower Ground, Jl. Alternatif Cibubur No. 230, Cibubur, Jakarta",150000,"['Bawa Pulang Tersedia', 'Reservasi meja direkomendasikan', 'Di dalam ruangan']",Jawa Barat,Depok,Cimanggis,No,['Quick Bites'],"['Asia', 'Jepang']","['Sushi', 'Bubur']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Xin Jang Satay,Kelapa Gading,3.6,18,-6.1710656589,106.898275539,https://www.zomato.com/id/jakarta/xin-jang-satay-kelapa-gading,"Jl. Boulevard Raya, Blok H4 No. 3, Kelapa Gading, Jakarta 14240",80000,"['Pesan Antar', 'Di dalam ruangan', 'Area Merokok', 'Hanya Bir', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",DKI Jakarta,Jakarta Utara,Kelapa Gading,Yes,['Quick Bites'],['Chinese'],['Satay'],0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Leora Coffee,Kebayoran Lama,3.6,22,-6.224911,106.760539,https://www.zomato.com/id/jakarta/leora-coffee-kebayoran-lama,"Jl. Swadarma Raya, Kebayoran Lama, Jakarta",80000,"['Bawa Pulang Tersedia', 'Area Merokok', 'Desserts and Bakes', 'Di dalam ruangan']",DKI Jakarta,Jakarta Selatan,Pesanggrahan,No,['Quick Bites'],['No Region'],"['Kopi', 'Snacks', 'Minuman']",0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
