,Restaurant Name,Place Type,Cuisines,Cuisine Regionality,Price for 2,Restaurant Address,Restaurant Rating,Restaurant Review,City,Province,Latitude,Longitude
883,First Crack Coffee,"['Quick Bites', 'Kafe']","['Tea', 'Kopi', 'Minuman']","['No Region', 'Indonesia']",210000,"Jl. Bumi No. 10, Blok M, Jakarta 12120",4.3,185,Jakarta Selatan,DKI Jakarta,-6.2372931709,106.78999342
884,Babi Guling Ko Made,['Casual Dining'],['Meat'],"['Indonesia', 'Bali']",150000,"Jl. Pluit Karang Indah Timur, Blok L9 Timur 23-24, Muara Karang, Jakarta",4.2,315,Jakarta Utara,DKI Jakarta,-6.1236378761,106.78321078399999
885,Dimsum Go!,['Quick Bites'],['Dimsum'],['Chinese'],200000,"Mall Kelapa Gading 3, Lantai Ground, Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta",3.9,132,Jakarta Utara,DKI Jakarta,-6.1572580000000015,106.908423
886,Lot 9,['Casual Dining'],['Kopi'],['Indonesia'],200000,"Jl. Arteri Bintaro No. 78, Bintaro Sektor 9, Pondok Aren, Tangerang",3.8,763,Tangerang Selatan,Banten,-6.280817,106.71443
887,Cliq Coffee,"['Quick Bites', 'Kafe']","['Kopi', 'Minuman']","['No Region', 'Barat', 'Indonesia']",160000,"Jl. Cipaku I No. 9A, Senopati, Jakarta",4.2,408,Jakarta Selatan,DKI Jakarta,-6.2395375506,106.81134849700001
888,Bluegrass Bar & Grill,"['Casual Dining', 'Bar']",['Grill House'],"['Amerika', 'Eropa', 'Barat']",450000,"Bakrie Tower, Lantai Ground, Jl. H.R. Rasuna Said, Kuningan, Jakarta",4.5,1016,Jakarta Selatan,DKI Jakarta,-6.219730084199999,106.83425758
889,Mu Gung Hwa,['Casual Dining'],['Kopi'],['Korea'],200000,"Jl. Senayan, Blok S No. 43, Senopati, Jakarta",4.3,294,Jakarta Selatan,DKI Jakarta,-6.2354710634,106.815832816
890,Kopi Muja,['Kafe'],"['Kopi', 'Minuman']",['No Region'],150000,"Jl. K.H. Ahmad Dahlan No. 18, Gandaria, Jakarta 12130",3.4,46,Jakarta Selatan,DKI Jakarta,-6.246036,106.791758
891,Foresthree,['Kafe'],['Kopi'],"['Indonesia', 'Barat']",150000,"Jl. H. Achmad Adnawijaya, Bogor Utara, Bogor",4.2,860,Bogor Kota,Jawa Barat,-6.577783,106.817633
892,Kopi Praja,['Kafe'],"['Tea', 'Kopi', 'Minuman']","['No Region', 'Indonesia']",120000,"Jl. Titihan I No. 3, Pondok Aren, Tangerang",4.2,588,Tangerang Selatan,Banten,-6.285387999999998,106.701181
893,BART - Bar at The Roof Top - Artotel Jakarta,['Casual Dining'],['Kopi'],"['Indonesia', 'Kontinental']",300000,"Artotel Jakarta, Lantai 7, Jl. Sunda No. 3, Thamrin, Jakarta",4.0,541,Jakarta Pusat,DKI Jakarta,-6.1888510000000005,106.824792
894,MONKS,"['Casual Dining', 'Kafe']",['Kopi'],"['Asia', 'Barat']",250000,"Komplek Graha Boulevard Timur, Summarecon Kelapa Gading, Jl. Boulevard Timur, Blok ND 1 No. 51, Kelapa Gading, Jakarta",4.2,896,Jakarta Utara,DKI Jakarta,-6.1640986132,106.911238655
895,Macaroni Panggang,['Quick Bites'],['Kopi'],"['Eropa', 'Indonesia']",200000,"Jl. Salak No. 24, Bogor Tengah, Bogor",3.9,820,Bogor Kota,Jawa Barat,-6.588932100499999,106.802637018
896,Seo Seo Galbi,['Casual Dining'],"['Grill House', 'Barbekyu']",['Korea'],300000,"Ruko Crown Golf, Blok A No. 31, Bukit Golf Mediterania, Jl. Marina Indah Raya, Pantai Indah Kapuk, Jakarta",4.5,398,Jakarta Utara,DKI Jakarta,-6.112557,106.742944
897,Pan & Co. Japanese Fluffy Pancakes,"['Toko Kue & Roti', 'Dessert Parlor']",['Kue & Roti'],"['No Region', 'Indonesia', 'Barat']",200000,"Pondok Indah Mall 1, Lantai 2, Jl. Metro Pondok Indah, Pondok Indah, Jakarta",4.0,171,Jakarta Selatan,DKI Jakarta,-6.264921636,106.784647777
898,Odysseia,['Casual Dining'],['Desserts'],"['Eropa', 'Indonesia']",400000,"Pacific Place Mall, Lantai South Lobby, Jl. Jenderal Sudirman, SCBD, Jakarta",4.0,995,Jakarta Selatan,DKI Jakarta,-6.2261190000000015,106.80993
899,Hario Cafe,"['Casual Dining', 'Kafe']",['Kopi'],"['No Region', 'Barat', 'Indonesia']",200000,"Jl. Pluit Permai Raya No. 29, Pluit, Jakarta",4.4,526,Jakarta Utara,DKI Jakarta,-6.1155334255,106.79031293799999
900,Txoko,['Casual Dining'],['Kopi'],['Spanyol'],500000,"Jl. Suryo No. 6, Senopati, Jakarta",4.4,151,Jakarta Selatan,DKI Jakarta,-6.2338659237,106.812571585
901,Street Steak,['Casual Dining'],"['Tea', 'Steak']","['No Region', 'Barat']",220000,"Jl. Boulevard Raya Blok FV 1 No. 15, Kelapa Gading, Jakarta",4.5,935,Jakarta Utara,DKI Jakarta,-6.1654620000000016,106.902579
902,Hygge Signature,"['Casual Dining', 'Kafe']",['Kopi'],"['Amerika', 'Itali', 'Indonesia']",225000,"Jl. BSD Raya Barat, CBD 55, Serpong, Tangerang",3.9,95,Tangerang Kabupaten,Banten,-6.301317,106.64845
903,Martabak Sinar Bulan,['Quick Bites'],"['Martabak', 'Makanan Jalanan']",['Indonesia'],135000,"Jl. Pluit Karang Indah Timur, Blok 8B, Muara Karang, Jakarta",4.5,195,Jakarta Utara,DKI Jakarta,-6.118888,106.78333
904,Wiro Sableng,['Quick Bites'],['Seafood'],['Indonesia'],200000,"Jl. Boulevard Raya Blok QH 3 No. 2 - 3, Kelapa Gading, Jakarta",4.6,871,Jakarta Utara,DKI Jakarta,-6.152696,106.908903
905,Yoiko Ramen 415,['Casual Dining'],['Ramen'],['Jepang'],150000,"Jl. Mahakam 1 No. 11B, Blok M, Jakarta",4.2,687,Jakarta Selatan,DKI Jakarta,-6.244489,106.795991
906,Simetri Home Coffee Roaster,['Kafe'],"['Kopi', 'Minuman']","['No Region', 'Barat']",150000,"Jl. Wijaya VI No. 11, Dharmawangsa, Jakarta 12160",4.1,92,Jakarta Selatan,DKI Jakarta,-6.2477147574,106.80260684299999
907,Por Que No,['Casual Dining'],['Kopi'],['Spanyol'],350000,"De Ritz Building, Lantai 5, Jl. HOS. Cokroaminoto No. 91, Menteng, Jakarta",4.1,593,Jakarta Pusat,DKI Jakarta,-6.197897,106.82871000000002
908,Mi Sik Ga,['Quick Bites'],['Kopi'],['Korea'],120000,"Ruko Mall of Indonesia, Blok B No. 39, Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta",4.0,49,Jakarta Utara,DKI Jakarta,-6.1516719713,106.891192831
909,Sudutsatu Cafe,['Kafe'],['Kopi'],"['No Region', 'Indonesia']",160000,"Jl. Tanjung Duren Barat I No. 1C, Tanjung Duren, Jakarta 11470",4.1,286,Jakarta Barat,DKI Jakarta,-6.1739973174000005,106.78002297799999
910,Oh My Grill,['Casual Dining'],['Barbekyu'],"['Barat', 'Jepang']",200000,"Jl. Boulevard Raya, Blok QJ 1 No. 18-19, Kelapa Gading, Jakarta 14240",4.2,386,Jakarta Utara,DKI Jakarta,-6.1473171278,106.909318864
911,Stark Taproom,['Casual Dining'],['Dimsum'],['Indonesia'],300000,"Jl. Jend. Sudirman, Blok LOT No. 21, SCBD, Jakarta",3.5,25,Jakarta Selatan,DKI Jakarta,-6.226793,106.805855
912,Tamelo Atap Cafe,"['Quick Bites', 'Kafe']",['Kopi'],"['No Region', 'Barat', 'Indonesia']",150000,"Apartemen Taman Melati 2, Lantai 25, Jl. Margonda Raya No. 525A, Beji, Depok",3.1,25,Depok,Jawa Barat,-6.3598869980999995,106.832417249
913,Benedict,['Casual Dining'],['Kopi'],['Barat'],350000,"Grand Indonesia Mall, East Mall, Lantai Lower Ground, Jl. M. H. Thamrin No. 1, Thamrin, Jakarta",4.4,1371,Jakarta Pusat,DKI Jakarta,-6.196082,106.82212
914,Restoran IKEA,['Quick Bites'],['Kopi'],['Eropa'],140000,"IKEA Alam Sutera, Jl. Jalur Sutera Boulevard No. 45, Alam Sutera, Serpong, Tangerang",4.1,1227,Tangerang Kota,Banten,-6.2202707007,106.66343942200001
915,Denny's,['Casual Dining'],['Kopi'],['Amerika'],250000,"Senayan City, Lantai Lower Ground, Jl. Asia Afrika No. 19, Senayan, Jakarta",3.2,155,Jakarta Pusat,DKI Jakarta,-6.2277612822,106.797691695
916,Phos Coffee • Eatery,['Kafe'],"['Kopi', 'Minuman']","['Indonesia', 'No Region', 'Itali', 'Barat']",200000,"King Foto, Lantai Ground, Jl. K. H. Hasyim Ashari No. 36, Roxy, Jakarta",4.3,271,Jakarta Pusat,DKI Jakarta,-6.165529,106.80985
917,Ciknic Roast Chicken,['Quick Bites'],['Ayam'],['Barat'],150000,"Ruko Dharmawangsa Square, Jl. Dharmawangsa VI No. 46, Dharmawangsa, Jakarta 12160",4.5,295,Jakarta Selatan,DKI Jakarta,-6.2546193734000015,106.80136699200001
918,Summers at the Pool - Swissôtel Jakarta PIK Avenue,['Casual Dining'],['Kopi'],"['Eropa', 'Indonesia', 'Barat']",300000,"Swissôtel Jakarta PIK Avenue, Jl. Pantai Indah Kapuk Boulevard, Pantai Indah Kapuk, Jakarta 14470",3.9,55,Jakarta Utara,DKI Jakarta,-6.1078519025,106.740060746
919,SORE Izakaya,['Casual Dining'],['Kopi'],['Jepang'],150000,"Taman Jajan BSD, Jl. Palm Anggur No. 1, Serpong, Tangerang",3.5,11,Tangerang Selatan,Banten,-6.306415,106.67933
920,Kopi Tuya,['Toko Minuman'],"['Kopi', 'Minuman']","['No Region', 'Asia', 'Indonesia']",50000,"Jl. Durian Raya No. 27B, Bogor Timur, Bogor",3.4,7,Bogor Kota,Jawa Barat,-6.616175,106.816251
921,The Buffalo,['Quick Bites'],['Kopi'],['Amerika'],200000,"Jl. Cikajang No. 41, Senopati, Jakarta",4.0,84,Jakarta Selatan,DKI Jakarta,-6.2420635496,106.81034769799999
922,Holy Smokes,['Casual Dining'],"['Grill House', 'Steak']",['Barat'],500000,"Jl. Wolter Monginsidi No. 27, Senopati, Jakarta",4.4,1438,Jakarta Selatan,DKI Jakarta,-6.23893,106.807761
923,Home Brew Coffee & Eatery,['Casual Dining'],"['Tea', 'Kopi', 'Minuman']","['No Region', 'Barat']",250000,"Jl. Alam Utama Kav. 2 No. 1, Serpong Utara, Tangerang",4.2,405,Tangerang Selatan,Banten,-6.2415080000000005,106.65298
924,Holywings Rooftop,"['Casual Dining', 'Bar']",['Kopi'],"['Amerika', 'Fusion', 'Indonesia']",200000,"Jl. Mega Kuningan Barat VI, Kuningan, Jakarta",3.2,70,Jakarta Selatan,DKI Jakarta,-6.2293567749,106.82408832
925,Crematology Coffee Roasters,"['Casual Dining', 'Kafe']","['Kopi', 'Minuman', 'Desserts']","['No Region', 'Barat', 'Itali']",250000,"Jl. Suryo No. 25, Senopati, Jakarta",4.2,1219,Jakarta Selatan,DKI Jakarta,-6.2355727176,106.81382887
926,Creamery One-Seventeen,['Dessert Parlor'],"['Desserts', 'Ice Cream']",['Indonesia'],60000,"Ruko Graha Boulevard, Jl. Boulevard Gading Serpong, Blok D No. 25, Serpong Utara, Tangerang",4.2,156,Tangerang Kabupaten,Banten,-6.251822,106.626213
927,Narasi Coffee,['Kafe'],"['Kopi', 'Minuman']","['Jepang', 'No Region', 'Itali']",150000,"Jl. Danau Agung 2 No. 28, Sunter, Jakarta",4.0,78,Jakarta Utara,DKI Jakarta,-6.145268,106.860189
928,Legend Kitchen,['Casual Dining'],['Kopi'],"['Malaysia', 'Singapura', 'Chinese']",150000,"Jl. Muara Karang Raya, Blok Y5 No. 40D, Muara Karang, Jakarta 11450",4.4,314,Jakarta Utara,DKI Jakarta,-6.116812,106.780659
929,Little League,"['Casual Dining', 'Kafe']","['Kopi', 'Desserts']","['Barat', 'Indonesia']",300000,"Jl. Prof. Joko Sutono, Blok SH No. 21, Senopati, Jakarta 12160",4.0,84,Jakarta Selatan,DKI Jakarta,-6.2430167536,106.80807989
930,Omana Coffee and Roastery,['Kafe'],"['Kopi', 'Minuman']","['No Region', 'Barat', 'Indonesia']",150000,"Jl. Elang Blok HF 8 No. 1, Pondok Aren, Tangerang",2.9,8,Tangerang Selatan,Banten,-6.285211,106.703157
931,Expatriate Italian Restaurant,"['Casual Dining', 'Lounge']",['Tea'],"['Barat', 'Itali']",500000,"Jl. Boulevard Raya, Blok QF3 No. 11, Kelapa Gading, Jakarta",4.1,364,Jakarta Utara,DKI Jakarta,-6.148697521,106.909321211
932,Sop Konro Karebosi,['Casual Dining'],['Makanan Sehat'],['Makassar'],120000,"Jl. Boulevard Raya Blok TA 2 No. 38, Kelapa Gading, Jakarta",4.2,641,Jakarta Utara,DKI Jakarta,-6.171661991900001,106.898236647
933,Sogogi Shabu,['Quick Bites'],['Kopi'],"['Chinese', 'Jepang']",150000,"Jl. Tebet Timur Dalam II No. 72A, Tebet, Jakarta",3.6,39,Jakarta Selatan,DKI Jakarta,-6.228445,106.856259
934,Mess Steak,['Quick Bites'],"['Tea', 'Steak', 'Barbekyu']","['No Region', 'Barat', 'Asia']",220000,"Mangga Dua Square, Jl. Gn. Sahari No.1, Kota Jakarta Utara",2.9,7,Jakarta Utara,DKI Jakarta,-6.139099,106.832114
935,Mokaya Resto - All You Can Eat,['Casual Dining'],['Kopi'],['Jepang'],250000,"Jl. Ciniru I No. 2, Senopati, Jakarta",3.6,174,Jakarta Selatan,DKI Jakarta,-6.236089320800001,106.811181195
936,Chongqing Liuyishou Hotpot,['Casual Dining'],['Kopi'],['Chinese'],200000,"Jl. Suryo No. 42, Senopati, Jakarta 12180",4.3,159,Jakarta Selatan,DKI Jakarta,-6.2365192676,106.81385133399999
937,Brew and Else,['Kafe'],"['Tea', 'Kopi']",['Indonesia'],150000,"Ruko Exclusive, Blok B No. 26, Jl. Marina Indah Raya, Pantai Indah Kapuk, Jakarta",4.4,429,Jakarta Utara,DKI Jakarta,-6.1127970000000005,106.748139
938,Mare Nostrum,['Casual Dining'],['Kopi'],['Mediterania'],500000,"Grand Sahid Jaya, Lantai 18, Jl. Jenderal Sudirman Kavling 86, Sudirman, Jakarta 10220",3.9,70,Jakarta Pusat,DKI Jakarta,-6.2111994684,106.820148825
939,Queen's Tandoor,['Casual Dining'],['Kopi'],"['India Utara', 'India']",480000,"Plaza Bank Index, Lantai Basement, Jl. MH Thamrin No. 57, Thamrin, Jakarta 10350",4.4,332,Jakarta Pusat,DKI Jakarta,-6.192252,106.823623
940,Sunday Folks Jakarta,"['Dessert Parlor', 'Kafe']","['Tea', 'Kopi', 'Snacks', 'Desserts']",['Sunda'],200000,"Ruko Cordoba, Blok D No. 17, Bukit Golf Mediterania, Jl. Marina Indah Raya, Pantai Indah Kapuk, Jakarta",3.8,18,Jakarta Utara,DKI Jakarta,-6.1103341913,106.741344519
941,Mineral Cafe,['Kafe'],['Kopi'],['No Region'],150000,"Jl. Gandaria Tengah III No. 17, Gandaria, Jakarta",3.7,7,Jakarta Selatan,DKI Jakarta,-6.246763,106.790784
942,Bumi Sampireun,['Casual Dining'],['Kopi'],['Indonesia'],200000,"Vimala Hills, Jl. Puncak Raya, Cisarua, Bogor",4.3,995,Bogor Kabupaten,Jawa Barat,-6.66648,106.870374
943,KROMA,['Kafe'],"['Tea', 'Kopi']",['Indonesia'],120000,"Jl. Dharmawangsa X No. A20, Dharmawangsa, Jakarta",4.1,279,Jakarta Selatan,DKI Jakarta,-6.2574239205,106.802111305
944,Yesuljib Korean Kitchen and Bar,"['Casual Dining', 'Bar']",['Kopi'],['Korea'],250000,"SCBD Lot 8, Jl. Jenderal Sudirman No. 52-53, SCBD, Jakarta",3.5,13,Jakarta Selatan,DKI Jakarta,-6.2286681397,106.810058087
945,Yawara,['Casual Dining'],['Kopi'],"['Korea', 'Jepang']",500000,"Jl. Cibitung IV No. 32, Senopati, Jakarta",4.2,162,Jakarta Selatan,DKI Jakarta,-6.2425688146,106.812388524
946,Ya-Udah Bistro,['Casual Dining'],['Kopi'],"['Eropa', 'Asia']",300000,"Jl. Johar No. 15, Menteng, Jakarta",4.1,733,Jakarta Pusat,DKI Jakarta,-6.187624,106.830832
947,Taco Local,['Casual Dining'],['Kopi'],['Meksiko'],200000,"Pelaspas Dharmawangsa, Jl. Dharmawangsa Raya No. 4, Dharmawangsa, Jakarta",4.2,617,Jakarta Selatan,DKI Jakarta,-6.254478,106.802215
948,Eighteen Pies,['Casual Dining'],"['Kopi', 'Kue & Roti']","['Barat', 'Asia']",250000,"Ruko Crown Golf, Blok D No. 16, Bukit Golf Mediterania, Jl. Marina Indah Raya, Pantai Indah Kapuk, Jakarta",4.0,150,Jakarta Utara,DKI Jakarta,-6.111985,106.73796000000002
949,SGD Tofu House,"['Casual Dining', 'Bar']",['Kopi'],['Korea'],250000,"Ruko Crown Golf, Blok A 3-5, Bukit Golf Mediterania, Jl. Marina Indah Raya, Pantai Indah Kapuk, Jakarta",4.5,937,Jakarta Utara,DKI Jakarta,-6.1119473728,106.74215018700001
950,Goedkoop,"['Quick Bites', 'Kafe']",['Kopi'],['Belanda'],130000,"Jl. Bendungan Hilir Raya No. 62, Bendungan Hilir, Jakarta",4.3,1142,Jakarta Pusat,DKI Jakarta,-6.213086988200001,106.81269261899999
951,Ruci's Joint,['Casual Dining'],['Kopi'],"['Barat', 'Indonesia', 'Bali']",270000,"Jl. Suryo No. 49, Senopati, Jakarta Selatan",3.6,283,Jakarta Selatan,DKI Jakarta,-6.237746447,106.81474115700001
952,Tokyo Skipjack,['Casual Dining'],['Steak'],['Jepang'],240000,"Jl. Bulungan Raya No. 16, Blok M, Jakarta",4.5,1288,Jakarta Selatan,DKI Jakarta,-6.242588,106.795975
953,Pho Street Kitchen,['Casual Dining'],['Kopi'],['Vietnam'],250000,"Summarecon Mall Bekasi, Lantai Ground, Downtown Walk, Jl. Ahmad Yani, Bekasi Utara, Bekasi",4.3,292,Bekasi Kota,Jawa Barat,-6.2258408185,107.00077682700001
954,Ann's Bakehouse,"['Toko Kue & Roti', 'Dessert Parlor']","['Desserts', 'Kue & Roti']",['No Region'],100000,"Jl. Sungai Sambas 3 No. 12, Melawai, Jakarta",4.3,270,Jakarta Selatan,DKI Jakarta,-6.2478220751,106.795304864
955,Kopilojik,['Kafe'],"['Burger', 'Kopi', 'Minuman']","['No Region', 'Indonesia']",140000,"Jl. Tebet Timur Dalam Raya No. 24, Tebet, Jakarta",3.1,12,Jakarta Selatan,DKI Jakarta,-6.2320470000000014,106.85497
956,GogiJjang Korean BBQ,['Casual Dining'],"['Ayam', 'Barbekyu']",['Korea'],300000,"Jl Hayam Wuruk No 81, Hayam Wuruk, Jakarta",3.6,22,Jakarta Barat,DKI Jakarta,-6.156072,106.818527
957,The Edge,['Casual Dining'],['Grill House'],['Asia'],450000,"Kemang Icon Building, Lantai 5, Jl. Kemang Raya I, Kemang, Jakarta",3.8,862,Jakarta Selatan,DKI Jakarta,-6.2558618413,106.81513343
958,Al Jazeerah Signature,['Casual Dining'],['Kopi'],"['Arab', 'Timur Tengah']",500000,"Jl. Johar No. 8, Menteng, Jakarta",4.3,493,Jakarta Pusat,DKI Jakarta,-6.187176999999998,106.831998
959,Sushi Matsu,['Casual Dining'],['Sushi'],['Jepang'],200000,"Ruko Golden Madrid 2, Jl. Letnan Sutopo, Blok G6, Serpong, Tangerang",4.6,526,Tangerang Selatan,Banten,-6.3053940000000015,106.68632
960,Pho Street,['Casual Dining'],['Kopi'],['Vietnam'],250000,"Lippo Mall Puri @ The St. Moritz, Lantai 1, Jl. Puri Indah Boulevard, Blok U No. 1, Puri Indah, Jakarta",4.1,280,Jakarta Barat,DKI Jakarta,-6.188875,106.738981
961,Ombe Kofie,['Kafe'],['Kopi'],['Asia'],150000,"Jl. Cikajang No. 63, Senopati, Jakarta",4.4,276,Jakarta Selatan,DKI Jakarta,-6.2435046867,106.808946915
962,Kyoto Gion Cafe,"['Casual Dining', 'Kafe']",['Sushi'],"['No Region', 'Jepang']",200000,"Jl. Kemang Raya No. 8B, Kemang, Jakarta",4.1,105,Jakarta Selatan,DKI Jakarta,-6.256823000000002,106.814651
963,7 Speed Coffee,['Kafe'],"['Desserts', 'Kopi', 'Minuman']","['No Region', 'Itali']",160000,"Jl. Kemang Utara Raya No. 33-1, Kemang, Jakarta",4.4,586,Jakarta Selatan,DKI Jakarta,-6.2578448513,106.82086262799999
964,Kohicha Cafe,['Kafe'],['Kopi'],"['Jepang', 'No Region', 'Barat']",150000,"Ruko Sentra Bisnis Artha Gading, Jl. Boulevard Artha Gading, Blok A6A No. 21, Kelapa Gading, Jakarta 14240",4.3,326,Jakarta Utara,DKI Jakarta,-6.1457260543,106.896148882
965,Gordi HQ,['Kafe'],['Kopi'],['Indonesia'],150000,"Jl. Jeruk Purut Dalam No. 25, Cilandak, Jakarta 12560",4.3,653,Jakarta Selatan,DKI Jakarta,-6.284195,106.811778
966,Vong Kitchen,['Casual Dining'],['Kopi'],['Barat'],800000,"Alila Hotel, Lot 11 Jl. Jenderal Sudirman Kav. 52-53, SCBD, Jakarta 12190",4.3,443,Jakarta Selatan,DKI Jakarta,-6.226178783300001,106.808134876
967,La Posta - Taste Of Argentina,['Casual Dining'],['Steak'],"['Spanyol', 'Amerika Latin']",400000,"Jl. Karet Pasar Baru Timur 5 No. 25, Sudirman, Jakarta",4.4,213,Jakarta Pusat,DKI Jakarta,-6.2082190000000015,106.818918
968,Yakiniku Kintan Buffet,['Casual Dining'],['Kopi'],['Jepang'],600000,"Ciputra World, Lotte Shopping Avenue, Lantai 1, Jl. Prof Dr Satrio, Karet, Jakarta, Karet, Karet",4.3,275,Jakarta Selatan,DKI Jakarta,-6.2243839678,106.823481135
969,NoMiNoMi Delight,['Quick Bites'],"['Deli', 'Desserts', 'Bubble Tea']",['Jepang'],120000,"Jl. Pemuda No. 72-73 DE, Pulo Gadung, Jakarta Timur",4.2,413,Jakarta Timur,DKI Jakarta,-6.193692,106.893068
970,Zenbu,['Casual Dining'],"['Sushi', 'Ramen']","['Indonesia', 'Jepang']",200000,"Central Park, Lantai Lower Ground, Jl. Letjen S. Parman, Tanjung Duren, Jakarta",4.4,794,Jakarta Barat,DKI Jakarta,-6.1765252973,106.791145093
971,Roast Coffee Ketapang,['Kafe'],"['Kopi', 'Minuman', 'Kue & Roti']","['No Region', 'Barat', 'Indonesia']",100000,"Jl. K. H. Zainul Arifin No. 20, Gajah Mada, Jakarta",3.6,17,Jakarta Barat,DKI Jakarta,-6.159617,106.812853
972,Accha,['Quick Bites'],['Kopi'],['India'],120000,"Jl. Bangka Raya No. 106, Kemang, Jakarta",3.6,13,Jakarta Selatan,DKI Jakarta,-6.2509499313,106.81428154700001
973,Mifuné,['Quick Bites'],['Kopi'],['Jepang'],200000,"Jl. Cikajang No. 70, Senopati, Jakarta 12170",3.3,15,Jakarta Selatan,DKI Jakarta,-6.24276,106.809104
974,Gong Cha,['Toko Minuman'],"['Tea', 'Minuman']",['Indonesia'],60000,"Ciputra World, Lotte Shopping Avenue, Jl. Prof. Dr. Satrio, Karet, Jakarta",3.4,9,Jakarta Selatan,DKI Jakarta,-6.2244286299,106.82340804399999
975,Tsurukamedou,['Quick Bites'],['Ramen'],['Jepang'],140000,"Jl. Ratu Kemuning Raya, Blok A2 No. 8A, Green Ville, Jakarta",4.2,390,Jakarta Barat,DKI Jakarta,-6.1698,106.76955
976,LOLA,['Bar'],['Kopi'],"['Amerika', 'Meksiko']",500000,"Jl. Gunawarman No. 21, Senopati, Jakarta",4.2,368,Jakarta Selatan,DKI Jakarta,-6.2330283562,106.80779524100001
977,Kebun Ide,['Kafe'],['Ice Cream'],['Indonesia'],150000,"Jl. Arteri Bintaro, Sektor 9 No. 78, Pondok Aren, Tangerang",3.5,44,Tangerang Selatan,Banten,-6.281129,106.714658
978,Dijan's,['Casual Dining'],['Grill House'],"['Belanda', 'Indonesia', 'Kontinental']",400000,"Jl. Kemang Selatan No. 102 A, Kemang, Jakarta",4.3,281,Jakarta Selatan,DKI Jakarta,-6.2736033473,106.817581616
979,Bakmi Cong Sim Medan Pasar Rame,['Quick Bites'],['Bakmi'],"['Medan', 'Indonesia', 'Chinese']",100000,"Jl. Mangga Besar Raya No. 2J, Mangga Besar, Jakarta",4.6,366,Jakarta Barat,DKI Jakarta,-6.149943,106.81803899999998
980,Umaku,['Quick Bites'],"['Sushi', 'Bubur', 'Ramen']","['Asia', 'Jepang']",140000,"Ruko City Walk, Blok CW1 No. 26, Jl. Alternatif Cibubur, Jatisampurna, Bekasi",4.4,298,Bekasi Kota,Jawa Barat,-6.382805525399999,106.924334205
981,Tregioia Creamery,['Kafe'],"['Kopi', 'Ice Cream']",['Indonesia'],100000,"Ruko Element, Blok 25BC C-3, Jl. Jalur Sutera, Pinang, Tangerang",3.9,60,Tangerang Selatan,Banten,-6.2319498152,106.659666895
982,Le Burger,['Casual Dining'],"['Makanan Cepat Saji', 'Burger']",['Barat'],400000,"Alila Hotel, Lot 11 Jl. Jenderal Sudirman Kav. 52-53, SCBD, Jakarta",4.3,383,Jakarta Selatan,DKI Jakarta,-6.225483855399999,106.80800981799999
983,Marché Movenpick,['Casual Dining'],['Kopi'],"['Eropa', 'Barat']",300000,"Lippo Mall Puri @ The St. Moritz, Lantai Ground, Jl. Puri Indah Boulevard Blok U No. 1, Puri Indah, Jakarta",4.0,135,Jakarta Barat,DKI Jakarta,-6.187436,106.738828
984,Ramen Ya!,['Quick Bites'],['Ramen'],['Jepang'],120000,"Kota Kasablanka, Lantai Upper Ground, Food Society, Jl. Casablanca Raya, Tebet, Jakarta",4.1,647,Jakarta Selatan,DKI Jakarta,-6.222935,106.842525
985,Shu Guo Yin Xiang,['Casual Dining'],['Kopi'],['Chinese'],250000,"Komplek THR Lokasari, Jl. Mangga Besar Raya, Blok B No 6-8, Mangga Besar, Jakarta",4.4,493,Jakarta Barat,DKI Jakarta,-6.147692,106.823851
986,Imperial Shanghai Lamian Xiao Long Bao,['Casual Dining'],['Dimsum'],['Chinese'],450000,"Plaza Indonesia, Lantai 1, Jl. M. H. Thamrin, Thamrin, Jakarta",4.6,440,Jakarta Pusat,DKI Jakarta,-6.194063,106.822333
987,SHAMROCK Kitchen & Bar,['Casual Dining'],['Kopi'],['Barat'],200000,"Jl. Dr. Saharjo No. 266, Tebet, Jakarta",3.0,81,Jakarta Selatan,DKI Jakarta,-6.225152,106.846904
988,Kahyangan Shabu - Shabu Restaurant,['Fine Dining'],['Kopi'],"['Chinese', 'Jepang']",900000,"Wisma Nusantara, Lantai 28, Jl. M. H. Thamrin No. 59, Thamrin, Jakarta",4.3,224,Jakarta Pusat,DKI Jakarta,-6.193336,106.823629
989,Fat Bubble,"['Kafe', 'Dessert Parlor']","['Desserts', 'Bubble Tea']",['Indonesia'],150000,"Jl. Tebet Timur Dalam 2 No. 47C, Tebet, Jakarta",4.1,1125,Jakarta Selatan,DKI Jakarta,-6.228461,106.856277
990,Pepperloin Steakhouse,['Casual Dining'],"['Tea', 'Steak']","['No Region', 'Barat']",250000,"Ruko The Metro, Jl. Mandara Permai VII, Pantai Indah Kapuk, Jakarta",4.2,254,Jakarta Utara,DKI Jakarta,-6.1140799386,106.754855476
991,Warung Korea Pop,['Quick Bites'],['Kopi'],"['Korea', 'Indonesia']",100000,"Jl. Bendungan Jatiluhur 10, Bendungan Hilir, Jakarta",4.0,133,Jakarta Pusat,DKI Jakarta,-6.2152771427,106.813851669
