Restaurant Name,Restaurant Area,Restaurant Address,Latitude,Longitude,Province,City,District/Kecamatan
Tutup Panci Coffee & Eatery,Serpong Utara,"Jl. Raya Serpong No. 62, Serpong Utara, Tangerang",-6.231376,106.641508,Banten,Tangerang Selatan,Serpong Utara
Paulaner Brauhaus,Thamrin,"Grand Indonesia Mall, East Mall, Lantai 2, Jl. M. H. Thamrin No. 1, Thamrin, Jakarta",-6.19631,106.822536,DKI Jakarta,Jakarta Pusat,Menteng
Myriad Bistro,Senopati,"Jl. Prof. Joko Sutono, Blok SH No. 31, Senopati, Jakarta",-6.2442165883000005,106.808425895,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Padre,Bogor Timur,"Jl. Pajajaran Indah V No. 37, Bogor Timur, Bogor",-6.6111891089,106.814335808,Jawa Barat,Bogor Kota,Bogor Timur
The Front Room,Senopati,"Jl. Suryo No. 23, Senopati, Jakarta",-6.2354334013,106.813766174,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Kebun Latte,Serpong,"Jl. Haji Jamat No. 12, Serpong, Tangerang",-6.3338870841,106.698476113,Banten,Tangerang Selatan,Serpong
Bubur Cap Tiger,Senopati,"Jl. Cikajang No. 34A, Senopati, Jakarta",-6.2412776549,106.81031115299999,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
BEAU Bakery,Dharmawangsa,"Jl. Panglima Polim IX No. 15, Dharmawangsa, Jakarta",-6.2497134626,106.799478381,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Daging Asap Sambal Sei Sapi,Tanjung Duren,"Jl. Tanjung Duren Utara 4 No. 228, Tanjung Duren, Jakarta",-6.1725743234,106.783109195,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Goobne,Pantai Indah Kapuk,"Ruko Crown Golf, Blok B No. 15-16, Bukit Golf Mediterania, Jl. Marina Indah Raya, Pantai Indah Kapuk, Jakarta",-6.1112912996,106.741344519,DKI Jakarta,Jakarta Utara,Penjaringan
Three Buns,Senopati,"Jl. Senopati No. 90, Senopati, Jakarta",-6.2330173575,106.81145008600001,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Bavarian Haus Bratwurst 'N Grill,Cisarua,"Jl. Raya Puncak - Cianjur No. 48, Cisarua, Bogor",-6.6543899999999985,106.87561,Jawa Barat,Bogor Kabupaten,Megamendung
Lao Lao Huo Guo,Puri Indah,"Jl. Pesanggrahan No. 168, Puri Indah, Jakarta",-6.187027,106.755,DKI Jakarta,Jakarta Barat,Kembangan
Aroma Sop Seafood,Muara Karang,"Jl. Muara Karang Niaga, Muara Karang, Jakarta",-6.115813,106.779571,DKI Jakarta,Jakarta Utara,Penjaringan
Se'ilera Sei Sapi,Bintaro,"Jl. Kesehatan Raya No. 30, Bintaro, Jakarta",-6.2703370000000005,106.762394,DKI Jakarta,Jakarta Selatan,Pesanggrahan
Six Ounces Coffee,Kelapa Gading,"Jl. Gading Indah Raya, Blok NB 2 No. 1, Kelapa Gading, Jakarta",-6.161544906900001,106.908493749,DKI Jakarta,Jakarta Utara,Kelapa Gading
Sushi Tei,Thamrin,"Grand Indonesia Mall, West Mall, Lantai Lower Ground, Jl. M. H. Thamrin No. 1, Thamrin, Jakarta",-6.194933,106.820307,DKI Jakarta,Jakarta Pusat,Tanah Abang
LEMONDISCOFISH,Kemang,"Jl. Kemang Selatan I No. 8, Kemang, Jakarta 12730",-6.265435210700001,106.81772042,DKI Jakarta,Jakarta Selatan,Mampang Prapatan
Roti Bakar Kemang,Kemang,"Jl. Ampera Raya No. 5B, Kemang, Jakarta",-6.2759665474,106.820908896,DKI Jakarta,Jakarta Selatan,Pasar Minggu
FJ On 7,Kemang,"Colony 6, Rooftop, Jl. Kemang Raya No. 6A, Kemang, Jakarta",-6.255388,106.810357,DKI Jakarta,Jakarta Selatan,Mampang Prapatan
Walking Drums,Beji,"Jl. Margonda Raya No. 426, Beji, Depok",-6.3671449868,106.83424785700001,Jawa Barat,Depok,Beji
Liberta,Sudirman,"Apartemen Pavilion, Jl. KH. Mas Mansyur, Sudirman, Jakarta",-6.2075190686,106.81768689299999,DKI Jakarta,Jakarta Pusat,Tanah Abang
O! Fish,Serpong Utara,"Ruko Graha Boulevard, Jl. Boulevard Gading Serpong, Blok A No. 18, Serpong Utara, Tangerang",-6.251592,106.625972,Banten,Tangerang Kabupaten,Kelapa Dua
Stockholm Syndrome,Bogor Timur,"Jl. Pulo Armin, Blok B No. 15, Bogor Timur, Bogor",-6.6140426442999996,106.812989004,Jawa Barat,Bogor Kota,Bogor Timur
The Upside Kitchen & Coffee,Kebon Jeruk,"Kedoya Centre, Jl. Raya Perjuangan Blok A No. 4, Kebon Jeruk, Jakarta",-6.190452,106.763144,DKI Jakarta,Jakarta Barat,Kebon Jeruk
Magal Mapogalmaegi BBQ,Pantai Indah Kapuk,"Ruko Crown Golf, Blok A No. 11, Bukit Golf Mediterania, Jl. Marina Indah Raya, Pantai Indah Kapuk, Jakarta",-6.111231,106.738226,DKI Jakarta,Jakarta Utara,Penjaringan
Nyapii,Serpong Utara,"Jl. Gading Serpong Boulevard No.8, Serpong Utara, Tangerang",-6.2515788473,106.62514317700001,Banten,Tangerang Kabupaten,Kelapa Dua
Sushi Tengoku,Pondok Indah,"Jl. Radio Dalam Raya No. F11-11A, Pondok Indah, Jakarta",-6.255175,106.790349,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
First Crack Coffee,Blok M,"Jl. Bumi No. 10, Blok M, Jakarta 12120",-6.2372931709,106.78999342,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Babi Guling Ko Made,Muara Karang,"Jl. Pluit Karang Indah Timur, Blok L9 Timur 23-24, Muara Karang, Jakarta",-6.1236378761,106.78321078399999,DKI Jakarta,Jakarta Utara,Penjaringan
Dimsum Go!,Kelapa Gading,"Mall Kelapa Gading 3, Lantai Ground, Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta",-6.1572580000000015,106.908423,DKI Jakarta,Jakarta Utara,Kelapa Gading
Lot 9,Pondok Aren,"Jl. Arteri Bintaro No. 78, Bintaro Sektor 9, Pondok Aren, Tangerang",-6.280817,106.71443,Banten,Tangerang Selatan,Pondok Aren
Cliq Coffee,Senopati,"Jl. Cipaku I No. 9A, Senopati, Jakarta",-6.2395375506,106.81134849700001,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Bluegrass Bar & Grill,Kuningan,"Bakrie Tower, Lantai Ground, Jl. H.R. Rasuna Said, Kuningan, Jakarta",-6.219730084199999,106.83425758,DKI Jakarta,Jakarta Selatan,Setiabudi
Mu Gung Hwa,Senopati,"Jl. Senayan, Blok S No. 43, Senopati, Jakarta",-6.2354710634,106.815832816,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Kopi Muja,Gandaria,"Jl. K.H. Ahmad Dahlan No. 18, Gandaria, Jakarta 12130",-6.246036,106.791758,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Foresthree,Bogor Utara,"Jl. H. Achmad Adnawijaya, Bogor Utara, Bogor",-6.577783,106.817633,Jawa Barat,Bogor Kota,Bogor Utara
Kopi Praja,Pondok Aren,"Jl. Titihan I No. 3, Pondok Aren, Tangerang",-6.285387999999998,106.701181,Banten,Tangerang Selatan,Pondok Aren
BART - Bar at The Roof Top - Artotel Jakarta,Thamrin,"Artotel Jakarta, Lantai 7, Jl. Sunda No. 3, Thamrin, Jakarta",-6.1888510000000005,106.824792,DKI Jakarta,Jakarta Pusat,Menteng
MONKS,Kelapa Gading,"Komplek Graha Boulevard Timur, Summarecon Kelapa Gading, Jl. Boulevard Timur, Blok ND 1 No. 51, Kelapa Gading, Jakarta",-6.1640986132,106.911238655,DKI Jakarta,Jakarta Utara,Kelapa Gading
Macaroni Panggang,Bogor Tengah,"Jl. Salak No. 24, Bogor Tengah, Bogor",-6.588932100499999,106.802637018,Jawa Barat,Bogor Kota,Bogor Tengah
Seo Seo Galbi,Pantai Indah Kapuk,"Ruko Crown Golf, Blok A No. 31, Bukit Golf Mediterania, Jl. Marina Indah Raya, Pantai Indah Kapuk, Jakarta",-6.112557,106.742944,DKI Jakarta,Jakarta Utara,Penjaringan
Pan & Co. Japanese Fluffy Pancakes,Pondok Indah,"Pondok Indah Mall 1, Lantai 2, Jl. Metro Pondok Indah, Pondok Indah, Jakarta",-6.264921636,106.784647777,DKI Jakarta,Jakarta Selatan,Kebayoran Lama
Odysseia,SCBD,"Pacific Place Mall, Lantai South Lobby, Jl. Jenderal Sudirman, SCBD, Jakarta",-6.2261190000000015,106.80993,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Hario Cafe,Pluit,"Jl. Pluit Permai Raya No. 29, Pluit, Jakarta",-6.1155334255,106.79031293799999,DKI Jakarta,Jakarta Utara,Penjaringan
Txoko,Senopati,"Jl. Suryo No. 6, Senopati, Jakarta",-6.2338659237,106.812571585,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Street Steak,Kelapa Gading,"Jl. Boulevard Raya Blok FV 1 No. 15, Kelapa Gading, Jakarta",-6.1654620000000016,106.902579,DKI Jakarta,Jakarta Utara,Kelapa Gading
Hygge Signature,Serpong,"Jl. BSD Raya Barat, CBD 55, Serpong, Tangerang",-6.301317,106.64845,Banten,Tangerang Kabupaten,Cisauk
Martabak Sinar Bulan,Muara Karang,"Jl. Pluit Karang Indah Timur, Blok 8B, Muara Karang, Jakarta",-6.118888,106.78333,DKI Jakarta,Jakarta Utara,Penjaringan
Wiro Sableng,Kelapa Gading,"Jl. Boulevard Raya Blok QH 3 No. 2 - 3, Kelapa Gading, Jakarta",-6.152696,106.908903,DKI Jakarta,Jakarta Utara,Kelapa Gading
Yoiko Ramen 415,Blok M,"Jl. Mahakam 1 No. 11B, Blok M, Jakarta",-6.244489,106.795991,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Simetri Home Coffee Roaster,Dharmawangsa,"Jl. Wijaya VI No. 11, Dharmawangsa, Jakarta 12160",-6.2477147574,106.80260684299999,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Por Que No,Menteng,"De Ritz Building, Lantai 5, Jl. HOS. Cokroaminoto No. 91, Menteng, Jakarta",-6.197897,106.82871000000002,DKI Jakarta,Jakarta Pusat,Menteng
Mi Sik Ga,Kelapa Gading,"Ruko Mall of Indonesia, Blok B No. 39, Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta",-6.1516719713,106.891192831,DKI Jakarta,Jakarta Utara,Kelapa Gading
Sudutsatu Cafe,Tanjung Duren,"Jl. Tanjung Duren Barat I No. 1C, Tanjung Duren, Jakarta 11470",-6.1739973174000005,106.78002297799999,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Oh My Grill,Kelapa Gading,"Jl. Boulevard Raya, Blok QJ 1 No. 18-19, Kelapa Gading, Jakarta 14240",-6.1473171278,106.909318864,DKI Jakarta,Jakarta Utara,Kelapa Gading
Stark Taproom,SCBD,"Jl. Jend. Sudirman, Blok LOT No. 21, SCBD, Jakarta",-6.226793,106.805855,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Tamelo Atap Cafe,Beji,"Apartemen Taman Melati 2, Lantai 25, Jl. Margonda Raya No. 525A, Beji, Depok",-6.3598869980999995,106.832417249,Jawa Barat,Depok,Beji
Benedict,Thamrin,"Grand Indonesia Mall, East Mall, Lantai Lower Ground, Jl. M. H. Thamrin No. 1, Thamrin, Jakarta",-6.196082,106.82212,DKI Jakarta,Jakarta Pusat,Menteng
Bopan Coffee,Daan Mogot,"Ruko Seventh Esplanade B02/7, Citra Garden City, RT.7/RW.7, Kalideres, West Jakarta City, Daan Mogot, Jakarta",-6.146831099999999,106.6988851,DKI Jakarta,Jakarta Barat,Kalideres
Restoran IKEA,Pinang,"IKEA Alam Sutera, Jl. Jalur Sutera Boulevard No. 45, Alam Sutera, Serpong, Tangerang",-6.2202707007,106.66343942200001,Banten,Tangerang Kota,Pinang
Denny's,Senayan,"Senayan City, Lantai Lower Ground, Jl. Asia Afrika No. 19, Senayan, Jakarta",-6.2277612822,106.797691695,DKI Jakarta,Jakarta Pusat,Tanah Abang
Phos Coffee • Eatery,Roxy,"King Foto, Lantai Ground, Jl. K. H. Hasyim Ashari No. 36, Roxy, Jakarta",-6.165529,106.80985,DKI Jakarta,Jakarta Pusat,Gambir
Ciknic Roast Chicken,Dharmawangsa,"Ruko Dharmawangsa Square, Jl. Dharmawangsa VI No. 46, Dharmawangsa, Jakarta 12160",-6.2546193734000015,106.80136699200001,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Summers at the Pool - Swissôtel Jakarta PIK Avenue,Pantai Indah Kapuk,"Swissôtel Jakarta PIK Avenue, Jl. Pantai Indah Kapuk Boulevard, Pantai Indah Kapuk, Jakarta 14470",-6.1078519025,106.740060746,DKI Jakarta,Jakarta Utara,Penjaringan
SORE Izakaya,Serpong,"Taman Jajan BSD, Jl. Palm Anggur No. 1, Serpong, Tangerang",-6.306415,106.67933,Banten,Tangerang Selatan,Serpong
Kopi Tuya,Bogor Timur,"Jl. Durian Raya No. 27B, Bogor Timur, Bogor",-6.616175,106.816251,Jawa Barat,Bogor Kota,Bogor Timur
The Buffalo,Senopati,"Jl. Cikajang No. 41, Senopati, Jakarta",-6.2420635496,106.81034769799999,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Holy Smokes,Senopati,"Jl. Wolter Monginsidi No. 27, Senopati, Jakarta",-6.23893,106.807761,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Home Brew Coffee & Eatery,Serpong Utara,"Jl. Alam Utama Kav. 2 No. 1, Serpong Utara, Tangerang",-6.2415080000000005,106.65298,Banten,Tangerang Selatan,Serpong Utara
Holywings Rooftop,Kuningan,"Jl. Mega Kuningan Barat VI, Kuningan, Jakarta",-6.2293567749,106.82408832,DKI Jakarta,Jakarta Selatan,Setiabudi
Crematology Coffee Roasters,Senopati,"Jl. Suryo No. 25, Senopati, Jakarta",-6.2355727176,106.81382887,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Creamery One-Seventeen,Serpong Utara,"Ruko Graha Boulevard, Jl. Boulevard Gading Serpong, Blok D No. 25, Serpong Utara, Tangerang",-6.251822,106.626213,Banten,Tangerang Kabupaten,Kelapa Dua
Narasi Coffee,Sunter,"Jl. Danau Agung 2 No. 28, Sunter, Jakarta",-6.145268,106.860189,DKI Jakarta,Jakarta Utara,Tanjung Priok
Legend Kitchen,Muara Karang,"Jl. Muara Karang Raya, Blok Y5 No. 40D, Muara Karang, Jakarta 11450",-6.116812,106.780659,DKI Jakarta,Jakarta Utara,Penjaringan
Little League,Senopati,"Jl. Prof. Joko Sutono, Blok SH No. 21, Senopati, Jakarta 12160",-6.2430167536,106.80807989,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Omana Coffee and Roastery,Pondok Aren,"Jl. Elang Blok HF 8 No. 1, Pondok Aren, Tangerang",-6.285211,106.703157,Banten,Tangerang Selatan,Pondok Aren
Expatriate Italian Restaurant,Kelapa Gading,"Jl. Boulevard Raya, Blok QF3 No. 11, Kelapa Gading, Jakarta",-6.148697521,106.909321211,DKI Jakarta,Jakarta Utara,Kelapa Gading
Sop Konro Karebosi,Kelapa Gading,"Jl. Boulevard Raya Blok TA 2 No. 38, Kelapa Gading, Jakarta",-6.171661991900001,106.898236647,DKI Jakarta,Jakarta Utara,Kelapa Gading
Spesial Kuah,Pondok Aren,"Fresh Market Bintaro, Jl. Emerald Boulevard, Pondok Aren, Tangerang",-6.274573,106.69967,Banten,Tangerang Selatan,Pondok Aren
Sogogi Shabu,Tebet,"Jl. Tebet Timur Dalam II No. 72A, Tebet, Jakarta",-6.228445,106.856259,DKI Jakarta,Jakarta Selatan,Tebet
Mess Steak,Mangga Dua,"Mangga Dua Square, Jl. Gn. Sahari No.1, Kota Jakarta Utara",-6.139099,106.832114,DKI Jakarta,Jakarta Utara,Pademangan
Mokaya Resto - All You Can Eat,Senopati,"Jl. Ciniru I No. 2, Senopati, Jakarta",-6.236089320800001,106.811181195,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Chongqing Liuyishou Hotpot,Senopati,"Jl. Suryo No. 42, Senopati, Jakarta 12180",-6.2365192676,106.81385133399999,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Brew and Else,Pantai Indah Kapuk,"Ruko Exclusive, Blok B No. 26, Jl. Marina Indah Raya, Pantai Indah Kapuk, Jakarta",-6.1127970000000005,106.748139,DKI Jakarta,Jakarta Utara,Penjaringan
Mare Nostrum,Sudirman,"Grand Sahid Jaya, Lantai 18, Jl. Jenderal Sudirman Kavling 86, Sudirman, Jakarta 10220",-6.2111994684,106.820148825,DKI Jakarta,Jakarta Pusat,Tanah Abang
Queen's Tandoor,Thamrin,"Plaza Bank Index, Lantai Basement, Jl. MH Thamrin No. 57, Thamrin, Jakarta 10350",-6.192252,106.823623,DKI Jakarta,Jakarta Pusat,Menteng
Sunday Folks Jakarta,Pantai Indah Kapuk,"Ruko Cordoba, Blok D No. 17, Bukit Golf Mediterania, Jl. Marina Indah Raya, Pantai Indah Kapuk, Jakarta",-6.1103341913,106.741344519,DKI Jakarta,Jakarta Utara,Penjaringan
Mineral Cafe,Gandaria,"Jl. Gandaria Tengah III No. 17, Gandaria, Jakarta",-6.246763,106.790784,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Bumi Sampireun,Cisarua,"Vimala Hills, Jl. Puncak Raya, Cisarua, Bogor",-6.66648,106.870374,Jawa Barat,Bogor Kabupaten,Megamendung
KROMA,Dharmawangsa,"Jl. Dharmawangsa X No. A20, Dharmawangsa, Jakarta",-6.2574239205,106.802111305,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
ODIN - Bendecido Por Dioses,Senopati,"Level 3, Jl. Senopati No.61 Selong, Senopati, Jakarta",-6.23222,106.811223,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Yesuljib Korean Kitchen and Bar,SCBD,"SCBD Lot 8, Jl. Jenderal Sudirman No. 52-53, SCBD, Jakarta",-6.2286681397,106.810058087,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Yawara,Senopati,"Jl. Cibitung IV No. 32, Senopati, Jakarta",-6.2425688146,106.812388524,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Ya-Udah Bistro,Menteng,"Jl. Johar No. 15, Menteng, Jakarta",-6.187624,106.830832,DKI Jakarta,Jakarta Pusat,Menteng
Sei Sapi Kana,Beji,"Jl. Margonda Raya No. 351 B, Beji, Depok",-6.373511,106.832458,Jawa Barat,Depok,Beji
Taco Local,Dharmawangsa,"Pelaspas Dharmawangsa, Jl. Dharmawangsa Raya No. 4, Dharmawangsa, Jakarta",-6.254478,106.802215,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Eighteen Pies,Pantai Indah Kapuk,"Ruko Crown Golf, Blok D No. 16, Bukit Golf Mediterania, Jl. Marina Indah Raya, Pantai Indah Kapuk, Jakarta",-6.111985,106.73796000000002,DKI Jakarta,Jakarta Utara,Penjaringan
SGD Tofu House,Pantai Indah Kapuk,"Ruko Crown Golf, Blok A 3-5, Bukit Golf Mediterania, Jl. Marina Indah Raya, Pantai Indah Kapuk, Jakarta",-6.1119473728,106.74215018700001,DKI Jakarta,Jakarta Utara,Penjaringan
Goedkoop,Bendungan Hilir,"Jl. Bendungan Hilir Raya No. 62, Bendungan Hilir, Jakarta",-6.213086988200001,106.81269261899999,DKI Jakarta,Jakarta Pusat,Tanah Abang
Ruci's Joint,Senopati,"Jl. Suryo No. 49, Senopati, Jakarta Selatan",-6.237746447,106.81474115700001,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Tokyo Skipjack,Blok M,"Jl. Bulungan Raya No. 16, Blok M, Jakarta",-6.242588,106.795975,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Pho Street Kitchen,Bekasi Utara,"Summarecon Mall Bekasi, Lantai Ground, Downtown Walk, Jl. Ahmad Yani, Bekasi Utara, Bekasi",-6.2258408185,107.00077682700001,Jawa Barat,Bekasi Kota,Bekasi Utara
Ann's Bakehouse,Melawai,"Jl. Sungai Sambas 3 No. 12, Melawai, Jakarta",-6.2478220751,106.795304864,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Kopilojik,Tebet,"Jl. Tebet Timur Dalam Raya No. 24, Tebet, Jakarta",-6.2320470000000014,106.85497,DKI Jakarta,Jakarta Selatan,Tebet
GogiJjang Korean BBQ,Hayam Wuruk,"Jl Hayam Wuruk No 81, Hayam Wuruk, Jakarta",-6.156072,106.818527,DKI Jakarta,Jakarta Barat,Tamansari
The Edge,Kemang,"Kemang Icon Building, Lantai 5, Jl. Kemang Raya I, Kemang, Jakarta",-6.2558618413,106.81513343,DKI Jakarta,Jakarta Selatan,Mampang Prapatan
Al Jazeerah Signature,Menteng,"Jl. Johar No. 8, Menteng, Jakarta",-6.187176999999998,106.831998,DKI Jakarta,Jakarta Pusat,Menteng
Sushi Matsu,Serpong,"Ruko Golden Madrid 2, Jl. Letnan Sutopo, Blok G6, Serpong, Tangerang",-6.3053940000000015,106.68632,Banten,Tangerang Selatan,Serpong
Pho Street,Puri Indah,"Lippo Mall Puri @ The St. Moritz, Lantai 1, Jl. Puri Indah Boulevard, Blok U No. 1, Puri Indah, Jakarta",-6.188875,106.738981,DKI Jakarta,Jakarta Barat,Kembangan
Ombe Kofie,Senopati,"Jl. Cikajang No. 63, Senopati, Jakarta",-6.2435046867,106.808946915,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Kyoto Gion Cafe,Kemang,"Jl. Kemang Raya No. 8B, Kemang, Jakarta",-6.256823000000002,106.814651,DKI Jakarta,Jakarta Selatan,Mampang Prapatan
7 Speed Coffee,Kemang,"Jl. Kemang Utara Raya No. 33-1, Kemang, Jakarta",-6.2578448513,106.82086262799999,DKI Jakarta,Jakarta Selatan,Mampang Prapatan
Kohicha Cafe,Kelapa Gading,"Ruko Sentra Bisnis Artha Gading, Jl. Boulevard Artha Gading, Blok A6A No. 21, Kelapa Gading, Jakarta 14240",-6.1457260543,106.896148882,DKI Jakarta,Jakarta Utara,Kelapa Gading
Gordi HQ,Cilandak,"Jl. Jeruk Purut Dalam No. 25, Cilandak, Jakarta 12560",-6.284195,106.811778,DKI Jakarta,Jakarta Selatan,Pasar Minggu
Vong Kitchen,SCBD,"Alila Hotel, Lot 11 Jl. Jenderal Sudirman Kav. 52-53, SCBD, Jakarta 12190",-6.226178783300001,106.808134876,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
La Posta - Taste Of Argentina,Sudirman,"Jl. Karet Pasar Baru Timur 5 No. 25, Sudirman, Jakarta",-6.2082190000000015,106.818918,DKI Jakarta,Jakarta Pusat,Tanah Abang
Yakiniku Kintan Buffet,Karet,"Ciputra World, Lotte Shopping Avenue, Lantai 1, Jl. Prof Dr Satrio, Karet, Jakarta, Karet, Karet",-6.2243839678,106.823481135,DKI Jakarta,Jakarta Selatan,Setiabudi
NoMiNoMi Delight,Pulo Gadung,"Jl. Pemuda No. 72-73 DE, Pulo Gadung, Jakarta Timur",-6.193692,106.893068,DKI Jakarta,Jakarta Timur,Pulogadung
Zenbu,Tanjung Duren,"Central Park, Lantai Lower Ground, Jl. Letjen S. Parman, Tanjung Duren, Jakarta",-6.1765252973,106.791145093,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Roast Coffee Ketapang,Gajah Mada,"Jl. K. H. Zainul Arifin No. 20, Gajah Mada, Jakarta",-6.159617,106.812853,DKI Jakarta,Jakarta Barat,Tamansari
Accha,Kemang,"Jl. Bangka Raya No. 106, Kemang, Jakarta",-6.2509499313,106.81428154700001,DKI Jakarta,Jakarta Selatan,Mampang Prapatan
Mifuné,Senopati,"Jl. Cikajang No. 70, Senopati, Jakarta 12170",-6.24276,106.809104,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Gong Cha,Karet,"Ciputra World, Lotte Shopping Avenue, Jl. Prof. Dr. Satrio, Karet, Jakarta",-6.2244286299,106.82340804399999,DKI Jakarta,Jakarta Selatan,Setiabudi
Tsurukamedou,Green Ville,"Jl. Ratu Kemuning Raya, Blok A2 No. 8A, Green Ville, Jakarta",-6.1698,106.76955,DKI Jakarta,Jakarta Barat,Kebon Jeruk
LOLA,Senopati,"Jl. Gunawarman No. 21, Senopati, Jakarta",-6.2330283562,106.80779524100001,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Kebun Ide,Pondok Aren,"Jl. Arteri Bintaro, Sektor 9 No. 78, Pondok Aren, Tangerang",-6.281129,106.714658,Banten,Tangerang Selatan,Pondok Aren
Dijan's,Kemang,"Jl. Kemang Selatan No. 102 A, Kemang, Jakarta",-6.2736033473,106.817581616,DKI Jakarta,Jakarta Selatan,Pasar Minggu
Bakmi Cong Sim Medan Pasar Rame,Mangga Besar,"Jl. Mangga Besar Raya No. 2J, Mangga Besar, Jakarta",-6.149943,106.81803899999998,DKI Jakarta,Jakarta Barat,Tamansari
Umaku,Cibubur,"Ruko City Walk, Blok CW1 No. 26, Jl. Alternatif Cibubur, Jatisampurna, Bekasi",-6.382805525399999,106.924334205,Jawa Barat,Bekasi Kota,Jatisampurna
Tregioia Creamery,Pinang,"Ruko Element, Blok 25BC C-3, Jl. Jalur Sutera, Pinang, Tangerang",-6.2319498152,106.659666895,Banten,Tangerang Selatan,Serpong Utara
Le Burger,SCBD,"Alila Hotel, Lot 11 Jl. Jenderal Sudirman Kav. 52-53, SCBD, Jakarta",-6.225483855399999,106.80800981799999,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Marché Movenpick,Puri Indah,"Lippo Mall Puri @ The St. Moritz, Lantai Ground, Jl. Puri Indah Boulevard Blok U No. 1, Puri Indah, Jakarta",-6.187436,106.738828,DKI Jakarta,Jakarta Barat,Kembangan
Ramen Ya!,Tebet,"Kota Kasablanka, Lantai Upper Ground, Food Society, Jl. Casablanca Raya, Tebet, Jakarta",-6.222935,106.842525,DKI Jakarta,Jakarta Selatan,Tebet
Shu Guo Yin Xiang,Mangga Besar,"Komplek THR Lokasari, Jl. Mangga Besar Raya, Blok B No 6-8, Mangga Besar, Jakarta",-6.147692,106.823851,DKI Jakarta,Jakarta Barat,Tamansari
Imperial Shanghai Lamian Xiao Long Bao,Thamrin,"Plaza Indonesia, Lantai 1, Jl. M. H. Thamrin, Thamrin, Jakarta",-6.194063,106.822333,DKI Jakarta,Jakarta Pusat,Menteng
Magia Coffee,Fatmawati,"Jl. R. S. Fatmawati Raya No. 6A, Fatmawati, Jakarta",-6.2663,106.797531,DKI Jakarta,Jakarta Selatan,Cilandak
SHAMROCK Kitchen & Bar,Tebet,"Jl. Dr. Saharjo No. 266, Tebet, Jakarta",-6.225152,106.846904,DKI Jakarta,Jakarta Selatan,Tebet
Kahyangan Shabu - Shabu Restaurant,Thamrin,"Wisma Nusantara, Lantai 28, Jl. M. H. Thamrin No. 59, Thamrin, Jakarta",-6.193336,106.823629,DKI Jakarta,Jakarta Pusat,Menteng
Fat Bubble,Tebet,"Jl. Tebet Timur Dalam 2 No. 47C, Tebet, Jakarta",-6.228461,106.856277,DKI Jakarta,Jakarta Selatan,Tebet
Pepperloin Steakhouse,Pantai Indah Kapuk,"Ruko The Metro, Jl. Mandara Permai VII, Pantai Indah Kapuk, Jakarta",-6.1140799386,106.754855476,DKI Jakarta,Jakarta Utara,Penjaringan
Warung Korea Pop,Bendungan Hilir,"Jl. Bendungan Jatiluhur 10, Bendungan Hilir, Jakarta",-6.2152771427,106.813851669,DKI Jakarta,Jakarta Pusat,Tanah Abang
AW Kitchen by Akira Watanabe,Senayan,"Plaza Senayan, Lantai 4, Jl. Asia Afrika, Senayan, Jakarta",-6.225520185,106.80004701,DKI Jakarta,Jakarta Pusat,Tanah Abang
